stationcode,name,address,latitude,longitude,brand
18189,BP Jerrys Plains,"23 Pagan Street, JERRYS PLAINS NSW 2330",-32.495982,150.908361,BP
18195,Shell Narooma,"16 Princes Highway, NAROOMA NSW 2546",-36.2133728,150.1233081,Shell
18198,Gilgai General Store,"9 Marsh Street, GILGAI NSW 2360",-29.853559,151.1167631,Liberty
18197,BILPIN PETROLEUM,"2742 Bells Line of Road, BILPIN NSW 2758",-33.5069237,150.4990128,Metro Fuel
18201,7-Eleven Greystanes,"601-605 Great Western Highway, GREYSTANES NSW 2145",-33.808609,150.9359412,7-Eleven
18202,Metro Milperra,"144 Beaconsfield Street, MILPERRA NSW 2214",-33.9422197,150.9981621,Metro Fuel
18204,Pearl Energy,"86-88 MacIntosh Street, FORSTER NSW 2428",-32.1907933,152.5154818,Pearl Energy
18207,Sunset Petroleum,"Shop 1 140-146 Windang Road, WINDANG NSW 2528",-34.5170031,150.8722039,Independent
18208,BP Grafton South,"1 Spring Street, SOUTH GRAFTON NSW 2460",-29.7062781,152.9421803,BP
18211,Ampol Ulladulla,"62 Deering Street, ULLADULLA NSW 2539",-35.3627524,150.4735855,Ampol
18212,AVOCA FUEL,"210 Avoca Drive, AVOCA BEACH NSW 2251",-33.4640502,151.430637,Independent
18213,Woodham Petroleum Carinda,"18 Colin Street, CARINDA NSW 2831",-30.462916,147.6905352,Woodham Petroleum
18216,Metro Bexley,"630 Forest Road, BEXLEY NSW 2207",-33.9594103,151.1177521,Metro Fuel
18218,EG Ampol Cranebrook,"&amp Laycock Drive, CRANEBROOK NSW 2749",-33.731281,150.706489,EG Ampol
18217,EG Ampol Lisarow,"900 Pacific Highway, LISAROW NSW 2250",-33.3839775,151.3632246,EG Ampol
18222,MOBIL BOOROWA,"63-65 Marsden Street, BOOROWA NSW 2586",-34.4414078,148.7162589,Mobil
18223,U-Go Moorebank Bridges Rd (Self- Serve),"2 Bridges Road, MOOREBANK NSW 2170",-33.9283719,150.9326836,U-Go
18226,Ampol Foodary Miller,"86 Cartwright Avenue, MILLER NSW 2168",-33.9187785,150.8827572,Ampol Foodary
18227,Ampol Foodary Queanbeyan,"84 MacQuoid Street, QUEANBEYAN EAST NSW 2620",-35.3490266,149.2443895,Ampol Foodary
18228,Ampol Foodary Queanbeyan,"1 Suraci Place, QUEANBEYAN WEST NSW 2620",-35.3637288,149.2068077,Ampol Foodary
18229,Ampol Foodary Dubbo Talmac,"119 Bourke Street, DUBBO NSW 2830",-32.243389,148.6091571,Ampol Foodary
18230,Yass Valley Servo,"44 Comur Street, YASS NSW 2582",-34.8404501,148.9102909,Independent
18231,METRO PETROLEUM CRESTWOOD,"64 Uriarra Road, CRESTWOOD NSW 2620",-35.3464699,149.2246277,Metro Fuel
18232,SPEEDWAY SACKVILLE STREET FAIRFIELD,"115 Sackville Street, FAIRFIELD NSW 2165",-33.8727231,150.9452203,Speedway
18234,GATESHEAD INDEPENDENT FUEL,"66-68 Oxford Street, GATESHEAD NSW 2290",-32.9783365,151.6835265,Independent
18236,Ampol Foodary Nabiac,"3964 Wallanbah Road, NABIAC NSW 2312",-32.0986553,152.3754461,Ampol Foodary
18238,Bewong Roadhouse,"2399 Princes Highway, BEWONG NSW 2540",-35.0856873,150.5332276,BP
18239,MOBIL SALAMANDER BAY,"15 Bagnall Beach Road, SALAMANDER BAY NSW 2317",-32.735267,152.1090326,Mobil
18240,Ampol Foodary Forbes,"22-36 Parkes Road, FORBES NSW 2871",-33.3702492,148.0183359,Ampol Foodary
18241,Metro Petroleum Liverpool CBD,"86 Castlereagh Street, LIVERPOOL NSW 2170",-33.9246585,150.9199832,Metro Fuel
18243,Ampol Foodary Dawson River,"1 Manning River Drive, CUNDLETOWN NSW 2430",-31.8930468,152.5060143,Ampol Foodary
18244,Pearl Energy Bathurst,"146 William Street, BATHURST NSW 2795",-33.420495,149.5776413,Pearl Energy
18245,Ultra Randwick,"345 Avoca Street, RANDWICK NSW 2031",-33.925341,151.2398191,Ultra Petroleum
18246,Ampol Foodary Dubbo Dulhunty,"60 Windsor Parade, DUBBO NSW 2830",-32.2545712,148.6318165,Ampol Foodary
18249,Ampol Foodary Crows Nest,"111-121 Falcon Street, CROWS NEST NSW 2065",-33.8286801,151.2060304,Ampol Foodary
18250,BP Ballina Travel Centre,"41 Bruxner Highway, WEST BALLINA NSW 2478",-28.8610674,153.5168821,BP
18251,7-Eleven Jerrabomberra,"2 Ferdinand Lane, JERRABOMBERRA NSW 2619",-35.3804741,149.1961773,7-Eleven
18253,Ampol Foodary St Ives,"164 Mona Vale Road, ST IVES NSW 2075",-33.7307318,151.157048,Ampol Foodary
18254,Ampol Foodary Mt Victoria,"36 Great Western Highway, MOUNT VICTORIA NSW 2786",-33.5842412,150.2462537,Ampol Foodary
18256,Bungwahl Fuel and Liquour,"2600 THE LAKES WAY, BUNGWAHL NSW 2423",-32.3872286,152.4446017,Independent
18257,Ampol Foodary Wamberal,"656-658 THE ENTRANCE ROAD, WAMBERAL NSW 2260",-33.4232503,151.4382155,Ampol Foodary
18258,7-Eleven Orange North,"68-74 MOLONG RD, ORANGE NSW 2800",-33.2696272,149.0822852,7-Eleven
18261,Shell Xroads Cranebrook,"1-21 CRANEBROOK RD, CRANEBROOK NSW 2749",-33.6892535,150.7267128,Shell
18264,Ampol Foodary Lane Cove West,"UNIT 1 237-245 BURNS BAY RD, LANE COVE WEST NSW 2066",-33.816452,151.1513941,Ampol Foodary
18268,Gloucester Tyres & Auto Centre,"89-91 CHURCH ST, GLOUCESTER NSW 2422",-32.00847472,151.95765445,Independent
18269,Enhance Willow Tree,"119 NEW ENGLAND HWY, WILLOW TREE NSW 2339",-31.6543159,150.7346426,Enhance
18271,Quaama General Store,"COBARGO ST, QUAAMA NSW 2550",-36.4620318,149.8690159,Independent
18272,Ampol Foodary Kirrawee,"487 Princess Hwy, Kirrawee NSW 2232",-34.029162,151.080854,Ampol Foodary
18275,Enhance Freshwater,"46 ALBERT ST, FRESHWATER NSW 2096",-33.77739497,151.28695239,Enhance
18277,Ampol Foodary Grafton,"179 PRINCE ST, GRAFTON NSW 2460",-29.6860015,152.9371089,Ampol Foodary
18278,The Woodville Store,"229 CLARENCE TOWN RD, WOODVILLE NSW 2321",-32.67611636,151.60968731,Independent
18280,Metro Fairfield 82,"82 HAMILTON RD, FAIRFIELD NSW 2165",-33.8729032,150.9499226,Metro Fuel
18283,Ampol Foodary Eden,"159 IMLAY ST, EDEN NSW 2551",-37.0632409,149.9044021,Ampol Foodary
18284,Ampol Foodary Merimbula,"19-25 MERIMBULA DR, MERIMBULA NSW 2548",-36.8875785,149.9089176,Ampol Foodary
18285,Ampol Foodary Coogee,"146-148 COOGEE BAY RD, COOGEE NSW 2034",-33.9198931,151.2517479,Ampol Foodary
18286,Metro Petroleum Epping,"30 BRIDGE ST, EPPING NSW 2121",-33.7748061,151.0797363,Metro Fuel
18287,Metro Petroleum Keiraville,"270 GIPPS RD, KEIRAVILLE NSW 2500",-34.414752,150.87512599,Metro Fuel
18288,Ampol Moama Diesel Stop,"21 NEIL ST, MOAMA NSW 2731",-36.0787252,144.7489637,Ampol
18289,Metro Petroleum Faulconbridge,"690A GREAT WESTERN HWY, FAULCONBRIDGE NSW 2776",-33.7065977,150.5266254,Metro Fuel
18290,SPEEDWAY AUSTRAL,"394 FIFTEENTH AV, AUSTRAL NSW 2179",-33.9194838,150.8142143,Speedway
18292,Ampol Foodary Kemps Creek,"1163-1167 MAMRE RD, KEMPS CREEK NSW 2178",-33.8705247,150.7952344,Ampol Foodary
18293,Ampol Denham Court,"194 CAMPBELLTOWN RD, DENHAM COURT NSW 2565",-33.9994594,150.8418505,Ampol
18294,Ampol Foodary Bondi North,"321 OLD SOUTH HEAD RD, NORTH BONDI NSW 2026",-33.8847266,151.2684754,Ampol Foodary
18295,Ampol Iluka,"42 SPENSER ST, ILUKA NSW 2466",-29.405139,153.3497887,Ampol
18296,BP South Hurstville,"63 CONNELLS POINT RD, SOUTH HURSTVILLE NSW 2221",-33.9779803,151.103984,BP
18297,Metro Petroleum Appin,"34 APPIN RD, APPIN NSW 2560",-34.2037991,150.78666117,Metro Fuel
18298,Ampol Breeze Bombala,"159-161 MAYBE ST, BOMBALA NSW 2632",-36.91240258,149.23745769,Ampol Breeze
18299,Cooranbong Petroleum,"435 FREEMANS DR, COORANBONG NSW 2265",-33.0882903,151.4501163,Independent
18302,Shell Reddy  Express St Marys,"61-63 CHRISTIE ST, ST MARYS NSW 2760",-33.7474573,150.7673159,Reddy Express
18303,Ampol Foodary Gunnedah,"21 ABBOTT ST, GUNNEDAH NSW 2380",-30.9802088,150.2561853,Ampol Foodary
18304,Metro Petroleum Kurri Kurri Northcote,"47-49 NORTHCOTE ST, KURRI KURRI NSW 2327",-32.8111804,151.4793138,Metro Fuel
18307,7-Eleven Singleton,"1 MAITLAND RD, SINGLETON NSW 2330",-32.5693882,151.1799666,7-Eleven
18306,Shell Reddy Express Beresfield,"93 WEAKLEYS DR, BERESFIELD NSW 2322",-32.80102,151.63511,Reddy Express
18308,DENI PETROLEUM,"90 DAVIDSON ST, DENILIQUIN NSW 2710",-35.5266679,144.975378,Independent
18310,Mobil Appin,"136 APPIN RD, APPIN NSW 2560",-34.1951669,150.7899791,Mobil
18311,U-Go Yamba (Self- serve),"22 TREELANDS DR, YAMBA NSW 2464",-29.42700427,153.32792213,U-Go
18312,South Kempsey Local Servo,"22 CARRI ST, SOUTH KEMPSEY NSW 2440",-31.0914628,152.8369875,Liberty
18313,Pearl Energy Mittagong Bowral Rd,"65 BOWRAL RD, MITTAGONG NSW 2575",-34.4524291,150.4380813,Pearl Energy
18314,BP Oberon Truckstop,"24 ALBION ST, OBERON NSW 2787",-33.6987458,149.8599695,BP
18317,Ampol Foodary Pheasants Nest South Bound ,"Lot 12, South Western Freeway, Pheasants Nest NSW 2574",-34.282907,150.639027,Ampol Foodary
18318,Ampol Foodary Pheasants Nest Northbound,"Lot no 13 South Western Freeway, Pheasants Nest NSW 2574",-34.283188,150.636449,Ampol Foodary
18320,BP CAMDEN,"12 ARGYLE ST, CAMDEN NSW 2570",-34.0535348,150.699612,BP
18321,BP Warners Bay,"9 KING ST, WARNERS BAY NSW 2282",-32.9684297,151.6513485,BP
18322,Ultra Harden,"379 ALBURY ST, HARDEN NSW 2587",-34.5477035,148.3459391,Ultra Petroleum
18323,Ampol Foodary Gosford West,"283 MANNS RD, WEST GOSFORD NSW 2250",-33.4166261,151.3242562,Ampol Foodary
18324,EG Ampol Gregory Hills,"33 VILLAGE CCT, GREGORY HILLS NSW 2557",-34.0252515,150.7766419,EG Ampol
18325,Metro Petroleum,"96 HOXTON PARK RD, LURNEA NSW 2170",-33.92764,150.90604,Metro Fuel
18326,Ampol Foodary Camden,"21 BARSDEN ST, CAMDEN NSW 2570",-34.0580662,150.6914307,Ampol Foodary
18327,Yourfuel Batlow,"18 PIONEER ST, BATLOW NSW 2730",-35.5196004,148.1458936,Independent
18328,Prime Blakehurst,"338 Princes Hwy, BLAKEHURST NSW 2221",-33.986619,151.112644,Prime
18329,Metro Bow Bowing,"100 CAMPBELLTOWN RD, MINTO NSW 2566",-34.0238052,150.8352155,Metro Fuel
18330,Ampol Holbrook,"130 ALBURY ST, HOLBROOK NSW 2644",-35.7210165,147.3164069,Ampol
18332,7-Eleven Ambarvale,"67 WOODHOUSE DR, AMBARVALE NSW 2560",-34.0873516,150.7997124,7-Eleven
18336,BP Albion Park,"UNIT 1 83 PRINCES HWY, ALBION PARK RAIL NSW 2527",-34.5535861,150.7919775,BP
18337,Ampol Foodary Casino Centre St,"96 CENTRE ST, CASINO NSW 2470",-28.8653956,153.0450654,Ampol Foodary
18339,Woodham Petroleum Nyngan,"16 LAWLOR ST, NYNGAN NSW 2825",-31.55483043,147.19153293,Woodham Petroleum
18341,Locals Servo,"148 MAYNE ST, MURRURUNDI NSW 2338",-31.7613059,150.8313866,Independent
18342,SHELL Parramatta CVRO (Self-serve),"1 DURHAM ST, ROSEHILL NSW 2142",-33.82410264,151.03733463,Shell
18344,SHELL NEVERTIRE TRUCKSTOP,"Mitchell Highway, Nevertire NSW 2826",-31.8388539,147.7187231,Shell
18345,SHELL WAGGA WAGGA TRUCKSTOP,"Lot 4, Bomen Road, Wagga Wagga NSW 2650",-35.073137,147.411304,Shell
18343,SHELL TAMWORTH TRUCKSTOP (unmanned),"9-13 Gunnedah Road, Tamworth NSW 2340",-31.095575,150.908482,Shell
18347,Shell Port Kembla Truckstop (Unmanned),"87-89, Flinders Street, Port Kembla NSW 2505",-34.469597,150.894989,Shell
18348,Metro Petroleum Rosebery,"395 GARDENERS RD, ROSEBERY NSW 2018",-33.9224674,151.20245839,Metro Fuel
18350,Ampol Foodary Tamworth,"109 GUNNEDAH RD, TAMINDA NSW 2340",-31.097319,150.895551,Ampol Foodary
18352,Tasco Bunnaloo,"RMB 520, Bunnaloo NSW 2731",-35.806156,144.639746,Ampol
18353,Mobil Muswellbrook North,"147 BRIDGE ST, MUSWELLBROOK NSW 2333",-32.2591233,150.8902759,Mobil
18355,BP Leppington Town Centre,"221 BRINGELLY RD, LEPPINGTON NSW 2179",-33.9526591,150.8144485,BP
18357,Speedway Cabramatta,"267 John St, CABRAMATTA WEST NSW 2166",-33.89235,150.91774,Speedway
18421,Ampol Foodary Macksville,"22 COOPER ST, MACKSVILLE NSW 2447",-30.7097466,152.9198214,Ampol Foodary
18422,Speedway Roseville,"20-22 BABBAGE RD, ROSEVILLE NSW 2069",-33.7780213,151.1945551,Speedway
18424,Ampol Foodary Belrose,"153 Forest Way, Belrose NSW 2085",-33.734678,151.221102,Ampol Foodary
18425,Metro Petroleum Saratoga,"13-15 VILLAGE RD, SARATOGA NSW 2251",-33.4753558,151.3532147,Metro Fuel
18426,Hanlon Enterprises Fuel,"77 PRINCE ST, JUNEE NSW 2663",-34.8557555,147.5755659,Independent
18428,BP Bennetts Green,"20 PACIFIC HWY, BENNETTS GREEN NSW 2290",-32.9971536,151.6849801,BP
18431,Metro Petroleum Earlwood,"281 HOMER ST, EARLWOOD NSW 2206",-33.92638397,151.12768841,Metro Fuel
18433,Metro Petroleum Toongabbie,"59 THE CRESCENT, TOONGABBIE NSW 2146",-33.7959541,150.9297948,Metro Fuel
18435,Ampol Foodary Northend Wagga Wagga,"170 FITZMAURICE ST, WAGGA WAGGA NSW 2650",-35.1028977,147.3678977,Ampol Foodary
18438,APCO Wagga Wagga,101-107 Hammond Ave East Wagga Wagga NSW 2650,-35.121469529214,147.38903761,APCO
18439,Ampol Foodary Eastern Creek Eastbound,"M4 Motorway Eastbound	, Eastern Creek NSW 2766",-33.801629,150.885988,Ampol Foodary
18440,MEDCO INVERELL,"155 BYRON ST, INVERELL NSW 2360",-29.7713506,151.1153492,Independent
18442,Ampol Foodary Eastern Creek Westbound,"M4 Motorway westbound, EASTERN CREEK NSW 2766",-33.80232,150.8829,Ampol Foodary
18447,Ampol Foodary Greenacre,"87-91 ROBERTS RD, GREENACRE NSW 2190",-33.9046146,151.0648619,Ampol Foodary
18449,Mobil Port Macquarie,"59 GORDON ST, PORT MACQUARIE NSW 2444",-31.43281,152.91273,Mobil
18451,Endeavour Petroleum Pty Ltd,"3 Neil ST, Moama NSW 2731",-36.08363,144.74801,Independent
18450,Grenfell Local Store,"83 CAMP ST, GRENFELL NSW 2810",-33.8958351,148.16513669,Independent
18452,Ampol Foodary Kempsey South,"52 LACHLAN ST, SOUTH KEMPSEY NSW 2440",-31.0936184,152.837045,Ampol Foodary
18453,Mobil Huskisson,"2 TOMERONG ST, HUSKISSON NSW 2540",-35.0358369,150.6667363,Mobil
18454,TEMCO Petroleum,"190 WATERLOO RD, GREENACRE NSW 2190",-33.90639479,151.05699356,TEMCO Petroleum
18455,Mobil Coolongolook,"21 BENGAL ST, COOLONGOLOOK NSW 2423",-32.2182496,152.3215717,Mobil
18457,Wakool Agri Services Pty Ltd,"6066 WAKOOL RD, WAKOOL NSW 2710",-35.4723185,144.404675,Independent
18459,Bargo Petroleum,"UNIT 2 3030 REMEMBRANCE DVWY, BARGO NSW 2574",-34.2545843,150.57265647,Bargo Petroleum
18463,Metro Petroleum Kelso,"16 INGERSOLE DR, KELSO NSW 2795",-33.42116006,149.62447652,Metro Fuel
18467,Mobil Ocean Drive,"15 OCEAN DR, PORT MACQUARIE NSW 2444",-31.4355452,152.8999388,Mobil
18468,Speedway Court Road,"32 COURT RD, FAIRFIELD NSW 2165",-33.8701219,150.9581328,Speedway
18469,Mobil Taree South,"132 MANNING RIVER DR, TAREE SOUTH NSW 2430",-31.93369719,152.46774332,Mobil
18470,Johns River Tavern,"28 JOHNS RIVER RD, JOHNS RIVER NSW 2443",-31.7325959,152.693675,Independent
18471,Enhance East Corrimal,"2-4 RAILWAY ST, EAST CORRIMAL NSW 2518",-34.3743966,150.90882,Enhance
18472,Ampol Smeaton Grange,"1 DUNN RD, SMEATON GRANGE NSW 2567",-34.0323128,150.7561607,Ampol
18473,SHELL CHIPPING NORTON,"7 NEWBRIDGE RD, CHIPPING NORTON NSW 2170",-33.9283919,150.9772006,Shell
18474,Bulga Servo,"2046 PUTTY RD, BULGA NSW 2330",-32.6529228,151.0201886,Independent
18475,Metro Wollongong,"394 CROWN ST, WOLLONGONG NSW 2500",-34.4257988,150.8776085,Metro Fuel
18476,Logan & Hitchens,"53 LAKE ST, GANMAIN NSW 2702",-34.7924137,147.0384362,Independent
18477,Wagga Fuel (Leeton),"98 KURRAJONG AV, LEETON NSW 2705",-34.55486,146.408893,Shell
18481,7-Eleven Metford,"456, Metford Road, Metford NEW SOUTH WALES 2323",-32.761177,151.600376,7-Eleven
18482,Transwest Mungindi,"30 ST GEORGE ST, MUNGINDI NSW 2406",-28.9781544,148.9980125,Transwest Fuels
18485,Bombala Servo,"77 MAYBE ST, BOMBALA NSW 2632",-36.909299,149.2414277,Independent
18484,Ampol Dunedoo,"20 BOLARO ST, DUNEDOO NSW 2844",-32.0165641,149.398714,Ampol
18483,Powerfuel,"114 BATHURST ST, CONDOBOLIN NSW 2877",-33.08871527,147.1468947,Powerfuel
18489,BP Tornik,"2-8 DUNCANS RD, CLARENZA NSW 2460",-29.7038941,152.95755022,BP
18490,Cringila fuel,"95 FIVE ISLANDS RD, CRINGILA NSW 2502",-34.46599357,150.87223486,Independent
18492,METRO ROZELLE,"127 VICTORIA RD, ROZELLE NSW 2039",-33.8620438,151.1676701,Metro Fuel
18494,Mobil Junee,"33 SEIGNIOR ST, JUNEE NSW 2663",-34.8703048,147.582397,Mobil
18497,Pearl Energy Mona Vale,"79 BARRENJOEY RD, MONA VALE NSW 2103",-33.6741746,151.3102354,Pearl Energy
18500,Ampol Finley Diesel Stop,"Cnr Newell Hwy & Rice Mill Rd, Finley NSW 2713",-35.62821,145.58296,Ampol
18504,Liberty Coonabarbran,"51 CHARLES ST, COONABARABRAN NSW 2357",-31.27159723,149.27963702,Liberty
18506,Ampol Griffith,"2-4 MACKAY AV, GRIFFITH NSW 2680",-34.2908767,146.0630818,Ampol
18511,METRO ROADHOUSE COOMA,"556 SNOWY MOUNTAINS HWY, DAIRYMANS PLAINS NSW 2630",-36.2403671,149.0655724,Metro Fuel
18514,Shell Lane Cove,"254 BURNS BAY RD, LANE COVE NSW 2066",-33.8171912,151.1518756,Shell
18515,McNabb Mobil Griffith,"2-8 OXLEY ST, GRIFFITH NSW 2680",-34.2949689,146.0643533,Mobil
18517,Shell Blaxland,"126 GREAT WESTERN HWY, BLAXLAND NSW 2774",-33.7451032,150.6109079,Shell
18518,Astron YASS,"279 COMUR ST, YASS NSW 2582",-34.8483942,148.9163097,ASTRON
18521,Ampol Alstonville,"73 MAIN ST, ALSTONVILLE NSW 2477",-28.8411584,153.4388702,Ampol
18522,BP Wagga Wagga,"180 EDWARD ST, WAGGA WAGGA NSW 2650",-35.118505,147.3639651,BP
18526,Lowes BP Goolgowi,"18-20 ZARA ST, GOOLGOWI NSW 2652",-33.98043211,145.71145871,Lowes
18527,7-Eleven Woy Woy,"83 RAWSON RD, WOY WOY NSW 2256",-33.4937927,151.3201614,7-Eleven
18529,BP Tighes Hill,"110 ELIZABETH ST, TIGHES HILL NSW 2297",-32.9060219,151.7587207,BP
18530,United Mayfield South,"86-88 MAITLAND RD, MAYFIELD NSW 2304",-32.90309546,151.74378193,United
18533,Metro Canley Heights,"190 CANLEY VALE RD, CANLEY HEIGHTS NSW 2166",-33.8845269,150.928557,Metro Fuel
18536,Metro Kurri Kurri,"1 VICTORIA ST, KURRI KURRI NSW 2327",-32.82385,151.486565,Metro Fuel
18537,Nanaglen General store,"16-18 NANA ST, NANA GLEN NSW 2450",-30.13803629,153.00717948,Arko Energy
18539,BP South Tamworth,"399 Goonoo Goonoo Rd, Hillvue NSW 2340",-31.12619,150.92348,BP
18542,Astron Beresfield,"261 ANDERSON DR, BERESFIELD NSW 2322",-32.7991122,151.645069,ASTRON
18545,Liberty Bourke,"96-104 ANSON ST, BOURKE NSW 2840",-30.0954979,145.94374603,Liberty
18547,BP Somerton,"1, Oxley Hwy, Somerton NSW 2340",-30.9373,150.63497,BP
18548,Shell Kenthurst,"86 KENTHURST RD, KENTHURST NSW 2156",-33.6823514,151.0107027,Shell
18549,Shell Maroota,"1563 WISEMANS FERRY RD, MAROOTA NSW 2756",-33.47230749,150.97497716,Shell
18551,MOBIL WEST WYALONG,"298 NEELD ST, WEST WYALONG NSW 2671",-33.92394303,147.21675075,Mobil
18552,METRO PETROLEUM GRENFELL,"75 CAMP ST, GRENFELL NSW 2810",-33.8954685,148.1630407,Metro Fuel
18553,Costco Lake Macquarie (Members only),"1 CRESSY RD, BOOLAROO NSW 2284",-32.9461109,151.6280542,Costco
18554,Ampol Unanderra,"15 GLASTONBURY AV, UNANDERRA NSW 2526",-34.4587464,150.8566699,Ampol
18555,Liberty Albert,"9, Melrose Road, Albert NSW 2873",-32.35786,147.507,Liberty
18556,Access Fuels,"140-142 JUBILEE ST, TOWNSEND NSW 2463",-29.4668591,153.2256947,Independent
18557,Metro Lucknow,"4613 MITCHELL HWY, LUCKNOW NSW 2800",-33.346783,149.1621576,Metro Fuel
18559,Liberty Bangalow,"54 BYRON ST, BANGALOW NSW 2479",-28.6861987,153.5257726,Liberty
18561,LOWES NORTH STAR OPT,"3 EDWARD ST, NORTH STAR NSW 2408",-28.9321755,150.3916809,Lowes
18562,BP Erskine Park Truckstop (unmanned),"LENORE DRIVE (CNR TEMPLAR ROAD), Erskine Park NSW 2759",-33.81647,150.79715,BP
18565,BLOK INDUSTRIAL,"119 JUBILEE ST, TOWNSEND NSW 2463",-29.4653517,153.2272775,Independent
18566,Mobil Forster,"131 THE LAKES WAY, FORSTER NSW 2428",-32.2042598,152.5202326,Mobil
18567,BP Tahmoor,"2710 REMEMBRANCE DVWY, TAHMOOR NSW 2573",-34.2294569,150.5879918,BP
18568,The Wooli store,"381 NORTH ST, WOOLI NSW 2462",-29.8509324,153.2568443,Independent
18569,EG Ampol Mittagong,"96-98 BOWRAL RD, MITTAGONG NSW 2575",-34.4531503,150.4377494,EG Ampol
18572,Monaghan's Fuel Supplies,"27 HASTINGS ST, WAUCHOPE NSW 2446",-31.4544413,152.7323007,Independent
18570,Metro Petroleum West Wallsend,"7 WITHERS ST, WEST WALLSEND NSW 2286",-32.9036108,151.5814704,Metro Fuel
18571,Ampol Inverell Road House,"143-149 WARIALDA RD, INVERELL NSW 2360",-29.7740701,151.0915098,Ampol
18573,Shell Little Topar,"11908 BARRIER HWY, LITTLE TOPAR NSW 2880",-31.77906898,142.22776873,Shell
18574,Pearl Energy Belmont,"494 PACIFIC HWY, BELMONT NSW 2280",-33.0326022,151.6605244,Pearl Energy
18575,Ampol Fairy Meadow,"30-34 PRINCES HWY, FAIRY MEADOW NSW 2519",-34.3892496,150.8941056,Ampol
18576,Ulmarra Liberty Post Office,"2449 BIG RIVER WAY, ULMARRA NSW 2462",-29.6310643,153.0294786,Liberty
18577,Brunswick Village Greens,"151 TWEED ST, BRUNSWICK HEADS NSW 2483",-28.5535803,153.5457565,Independent
18580,United Petroleum Windang,"217-221 Windang Rd, Windang NSW 2528",-34.53123,150.86916,United
18582,MOBIL WARIALDA,"46 GEDDES ST, WARIALDA NSW 2402",-29.5427956,150.5749095,Mobil
18581,BILAMBIL POST OFFICE,"381 BILAMBIL RD, BILAMBIL NSW 2486",-28.2244936,153.4666449,Liberty
18584,Shell Croydon,"418-424 LIVERPOOL RD, CROYDON NSW 2132",-33.888152,151.1150622,Shell
18585,Tucabia village store,"12 CORDINI ST, TUCABIA NSW 2462",-29.6679245,153.1082492,Liberty
18586,Woodham Petroleum Gilgandra (Unmanned),"2 ENTERPRISE DR, GILGANDRA NSW 2827",-31.717745,148.65323031,Woodham Petroleum
18587,shell long jetty,"290-294 THE ENTRANCE ROAD, LONG JETTY NSW 2261",-33.356869,151.4862292,Shell
18588,Enhance Kiama,"35 COLLINS ST, KIAMA NSW 2533",-34.668042,150.8532894,Enhance
18589,Trundle Fuel,"77 FORBES ST, TRUNDLE NSW 2875",-32.92192812,147.71025158,Independent
18590,Bangalow General Store,"16 GRANUAILLE RD, BANGALOW NSW 2479",-28.68521444,153.52165294,Bangalow General Store
18593,Ampol Barraba,"21 QUEEN ST, BARRABA NSW 2347",-30.3829053,150.6096852,Ampol
18594,7-Eleven Bungarribee,"5/100 Eastern Rd, Bungarribee NSW 2767",-33.77097,150.85895,7-Eleven
18597,Taylors Corner,"89 EWING ST, MURWILLUMBAH NSW 2484",-28.3240043,153.3952823,Independent
18599,United Petroleum Murrurundi,"226 MAYNE ST, MURRURUNDI NSW 2338",-31.7568366,150.8231891,United
18600,Mobil Forster North,"32 HEAD ST, FORSTER NSW 2428",-32.1804788,152.5153738,Mobil
18601,Metro St Marys,"516-526 GREAT WESTERN HWY, ST MARYS NSW 2760",-33.7703353,150.7659511,Metro Fuel
18602,Ampol Wallerawang,"26 MAIN ST, WALLERAWANG NSW 2845",-33.40968157,150.06552061,Ampol
18603,Access Fuels,"1-3 HI-TECH DR, TOORMINA NSW 2452",-30.3419763,153.0925656,Independent
18604,Endeavour Petroleum Pty Ltd,"12 REIFF ST, LAVINGTON NSW 2641",-36.03803891,146.96657699,Independent
18606,Shell Junee,"1 Illabo Rd,, Junee NSW 2663",-34.85706,147.58594,Shell
18605,Metro Petroleum West Hoxton,"198 FIFTEENTH AV, WEST HOXTON NSW 2171",-33.9216299,150.8314757,Metro Fuel
18608,Whiporie General Store,"5351 SUMMERLAND WAY, WHIPORIE NSW 2469",-29.2822515,152.9892076,Lowes
18609,Jack & Co Lane Cove,"203 BURNS BAY RD, LANE COVE NSW 2066",-33.814598,151.1543531,Independent
18612,METCO PETROLEUM,"40 MAITLAND RD, SINGLETON NSW 2330",-32.573288,151.1829947,Independent
18611,Metro Petroleum Queanbeyan,"65 THARWA RD, QUEANBEYAN WEST NSW 2620",-35.358299,149.2208023,Metro Fuel
18610,AMPOL HOWLONG,"150 HAWKINS ST, HOWLONG NSW 2643",-35.9816778,146.6391107,Ampol
18614,BP West Wyalong,"68 MAIN ST, WEST WYALONG NSW 2671",-33.9236849,147.2092311,BP
18615,Metro Eden,"26 MITCHELL ST, EDEN NSW 2551",-37.0637747,149.9031027,Metro Fuel
18616,Metro Fuel Croydon Park,"274 GEORGES RIVER RD, CROYDON PARK NSW 2133",-33.89692651,151.103217,Metro Fuel
18618,Endeavour Corowa,"223 SANGER ST, COROWA NSW 2646",-35.99524357,146.39156242,Independent
18620,Enhance Russell Vale,"115 BELLAMBI LANE, BELLAMBI NSW 2518",-34.3612804,150.8994852,Enhance
18622,Metro Petroleum Hillside,"75 GYPSUM ST, BROKEN HILL NSW 2880",-31.9678035,141.4452954,Metro Fuel
